mal_id,title,title_english,title_japanese,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics
57106,Hello Carbot Season 14,,헬로 카봇 시즌14,TV,Original,26.0,Finished Airing,False,"Nov 5, 2023 to May 26, 2024",11 min per ep,PG - Children,,,18508.0,21923,178,0,,fall,Unknown,,,,Action,,"Mecha, Racing",Kids
57105,Nature Man,,네이처맨,Music,Web manga,1.0,Finished Airing,False,"Sep 11, 2023",3 min,G - All Ages,,,,23777,116,0,,,,,,,Action,,"Music, Super Power",
57107,Gegege no Kitarou: Kappa no Terraforming,,ゲゲゲの鬼太郎～河童のテラフォーミング,Movie,Manga,1.0,Finished Airing,False,"Oct 1, 2023",25 min,PG - Children,,,18145.0,20142,278,0,,,,,,,"Comedy, Sci-Fi, Supernatural",,"Mythology, Space",Shounen
57086,Artist-110,Artist-110,ARTIST110,Movie,Original,1.0,Finished Airing,False,2013,16 min,PG-13 - Teens 13 or older,,,16638.0,24861,97,0,,,,,,,"Drama, Sci-Fi",,,
57085,Sockpuppet!,,SOCKPUPPET!,ONA,Original,1.0,Finished Airing,False,"Jun 12, 2010",1 min,PG-13 - Teens 13 or older,,,14462.0,23569,121,0,,,,,,,"Comedy, Supernatural",,,
57084,Orangeback + Hoo-D Pilot,,,ONA,Original,1.0,Finished Airing,False,"Sep 17, 2020",4 min,PG-13 - Teens 13 or older,,,20865.0,23658,119,0,,,,,,,"Action, Sci-Fi",,Mecha,
57076,Gachou no Monogatari,,ガチョウの物語,Music,Original,1.0,Finished Airing,False,1985,3 min,G - All Ages,,,,24876,97,0,,,,Fuji TV,,,,,Music,Kids
57075,Monkey Puzzle,,モンキーパズル,Music,Original,1.0,Finished Airing,False,"Jun 1, 1984",2 min,G - All Ages,,,,25166,93,0,,,,NHK,,,,,Music,Kids
57074,Mahou no Enogu,,魔法の絵の具,Music,Original,1.0,Finished Airing,False,"Oct 2, 1995",2 min,G - All Ages,,,,25382,90,0,,,,NHK,,,,,Music,Kids
57065,Mei Shaonu Da Picha 3rd Season,,美少女大劈叉 第三季,ONA,Original,17.0,Finished Airing,False,2017,4 min per ep,PG-13 - Teens 13 or older,,,20111.0,27808,58,0,,,,,,,Comedy,,Adult Cast,
57054,Boku wa Ookina Ishikorosa,,ぼくは大きな石ころさ,Music,Original,1.0,Finished Airing,False,"Feb 5, 1982",2 min,G - All Ages,,,,25298,91,0,,,,NHK,,,,,Music,Kids
57040,The Button,,ザ・ボタン,Movie,Original,1.0,Finished Airing,False,1964,2 min,PG-13 - Teens 13 or older,,,14828.0,25461,88,0,,,,,,Kuri Jikken Manga Koubou,Avant Garde,,,
57033,Boku no Plue,,ぼくのプルー,Music,Original,1.0,Finished Airing,False,"Feb 4, 1977",2 min,G - All Ages,,,,25111,93,0,,,,"NHK, Green Camel",,,,,Music,Kids
57029,Tsuitenai Toki no Uta,,ついてないときのうた,Music,Original,1.0,Finished Airing,False,Feb 1969,Unknown,G - All Ages,,,,26334,77,0,,,,NHK,,,,,Music,Kids
57023,Awate Tokoya (1966),,あわて床屋,Music,Original,1.0,Finished Airing,False,Apr 1966,Unknown,G - All Ages,,,,23866,114,0,,,,NHK,,,,,Music,Kids
57016,Magical: Gongjuleul Usgyeola,,매지컬: 공주를 웃겨라,Movie,Original,1.0,Finished Airing,False,"Sep 17, 2020",1 hr 21 min,G - All Ages,,,19950.0,25603,86,0,,,,,,,"Drama, Romance",,,
57009,Yamadera no Oshou-san,,山寺の和尚さん,Music,Original,1.0,Finished Airing,False,Apr 1968,Unknown,G - All Ages,,,,26083,80,0,,,,NHK,,,,,Music,Kids
57008,Gachou no Obasan,,がちょうのおばさん,Music,Original,1.0,Finished Airing,False,Feb 1967,Unknown,G - All Ages,,,,26434,76,0,,,,NHK,,,,,Music,Kids
56983,Mama to Go-go,,ママとゴーゴー,Music,Original,1.0,Finished Airing,False,Oct 1966,Unknown,G - All Ages,,,,26133,79,0,,,,NHK,,,,,Music,Kids
56982,Suteki na Yume wo,,すてきな夢を,Music,Original,1.0,Finished Airing,False,Oct 1965,Unknown,G - All Ages,,,,26069,80,0,,,,NHK,,,,,Music,Kids
57095,Princess Principal: Crown Handler Movie 6,Princess Principal: Crown Handler - Chapter 6,プリンセス・プリンシパル Crown Handler 第6章,Movie,Original,1.0,Not yet aired,False,Not available,Unknown,R - 17+ (violence & profanity),,,,11555,2228,0,,,,,,,"Action, Mystery",,Historical,
57094,Princess Principal: Crown Handler Movie 5,Princess Principal: Crown Handler - Chapter 5,プリンセス・プリンシパル Crown Handler 第5章,Movie,Original,1.0,Not yet aired,False,Not available,Unknown,R - 17+ (violence & profanity),,,,11261,2433,0,,,,,,,"Action, Mystery",,Historical,
56560,Shenqi Tushu Guan,,神奇图书馆,ONA,Original,20.0,Finished Airing,False,"Aug 25, 2023 to Oct 6, 2023",12 min per ep,G - All Ages,,,14159.0,22652,148,0,,,,,,,"Adventure, Fantasy, Sci-Fi",,,Kids
56572,Supertrons,Supertrons,슈퍼트론,TV,Other,13.0,Finished Airing,False,"Aug 10, 2023 to Nov 16, 2023",13 min per ep,PG - Children,,,14638.0,22191,168,0,,summer,Unknown,,,,"Action, Sci-Fi",,Mecha,Kids
55574,Natsu ni Saku,,夏に咲く,Music,Original,1.0,Finished Airing,False,"Jul 22, 2022",3 min,G - All Ages,,,,21916,179,0,,,,,,,,,Music,
56570,Ihoujin,The Stranger,異邦人,Music,Original,1.0,Finished Airing,False,"Jun 9, 2021",4 min,G - All Ages,,,,24775,98,0,,,,,,,,,Music,
56569,Kokoro ni Yume wo,,こころに夢を,Music,Original,1.0,Finished Airing,False,"Oct 1, 1994",2 min,G - All Ages,,,,26274,77,0,,,,NHK,,,,,Music,Kids
56568,Karappo Katatsumuri,,からっぽカタツムリ,Music,Original,1.0,Finished Airing,False,"Aug 1, 2023",2 min,G - All Ages,,,,24545,101,0,,,,NHK,,,,,Music,Kids
56567,Heppushon,,ヘップション,Music,Original,1.0,Finished Airing,False,"Aug 18, 1981",2 min,G - All Ages,,,,26171,79,0,,,,NHK,,,,,Music,Kids
56559,Longzhu Xun Youji,,龙珠寻游记,Movie,Original,1.0,Finished Airing,False,"Sep 4, 2023",1 hr 20 min,PG - Children,,,19877.0,21885,181,0,,,,,,,"Action, Adventure, Fantasy",,,
56486,Xue Wang Jiadao,,雪王驾到,ONA,Original,12.0,Finished Airing,False,"Aug 25, 2023 to Oct 27, 2023",9 min per ep,PG-13 - Teens 13 or older,,,15952.0,21343,209,0,,,,,,Nice Boat Animation,"Adventure, Fantasy",,,
56556,Yamabato Waltz,,山鳩ワルツ,Music,Original,1.0,Finished Airing,False,"Jun 2, 2018",2 min,G - All Ages,,,,25362,90,0,,,,NHK,,,,,Music,Kids
56555,Hippity Hoppity Pump,,ヒピディ・ホプディ・パンプ,Music,Original,1.0,Finished Airing,False,"Dec 1, 1998",4 min,G - All Ages,,,,26193,78,0,,,,NHK,,Image Studio 109,,,Music,Kids
56554,Michi Kaidan,,未知階段,Music,Original,1.0,Finished Airing,False,"Feb 27, 2021",4 min,G - All Ages,,,,24729,99,0,,,,,,NHK Art,,,Music,
52553,Pokemon Peaceful Place,,ポケピース,ONA,Game,,Currently Airing,True,"Jul 29, 2022 to ?",1 min,PG - Children,,,21084.0,17269,479,1,,,,,,,Slice of Life,,Iyashikei,Kids
56551,Honnou da Zou,Passionate Elephant,本能だゾウ,ONA,Original,1.0,Finished Airing,False,"Apr 17, 2013",2 min,G - All Ages,,,18663.0,24657,100,1,,,,,,Piso Studio,Comedy,,,
56550,Nejikure Ojisan,The Crooked Man,ねじくれおじさん,Movie,Original,1.0,Finished Airing,False,2010,4 min,G - All Ages,,,20607.0,24753,98,0,,,,Geidai Animation,,,Drama,,,
56549,Non-sugar,,ノンシュガー,Music,Original,1.0,Finished Airing,False,"Dec 4, 2020",2 min,PG-13 - Teens 13 or older,,,,23997,112,0,,,,,,NHK Art,Romance,,Music,
56548,Dekkai Baachan,,デッカイばあちゃん,Music,Original,1.0,Finished Airing,False,"Jun 2, 2018",2 min,G - All Ages,,,,24873,97,0,,,,NHK,,NHK Art,,,Music,Kids
56547,Nagaina-san to Hayaina-san,,ながいなさんとはやいなさん,Music,Original,1.0,Finished Airing,False,Oct 1974,2 min,G - All Ages,,,,23538,122,0,,,,NHK,,,,,Music,Kids
56546,Midori no Makiba de,,みどりの牧場で,Music,Original,1.0,Finished Airing,False,"Aug 7, 1969",Unknown,G - All Ages,,,,25686,85,0,,,,,,,,,Music,Kids
56535,Tooi Sekai ni (2023),,遠い世界に,Music,Original,1.0,Finished Airing,False,"Apr 1, 2023",2 min,G - All Ages,,,,23959,113,0,,,,NHK,,,Sci-Fi,,Music,Kids
56534,Na mo Nai Mizuumi,,名もない湖,Music,Original,1.0,Finished Airing,False,"Apr 1, 1978",2 min,G - All Ages,,,,25863,82,0,,,,NHK,,,,,Music,Kids
56533,Otenki Pokojiro,Pokojiro's Weather Report,お天気ポコ次郎,ONA,Original,3.0,Finished Airing,False,"May 31, 2013 to Dec 2, 2013",1 min per ep,PG - Children,,,20907.0,24851,97,0,,,,,,Piso Studio,Comedy,,,
56488,Zegapain: STA,,ゼーガペインSTA,Movie,Original,1.0,Finished Airing,False,"Aug 16, 2024",1 hr 30 min,PG-13 - Teens 13 or older,,,16232.0,12436,1684,5,,,,,,Sunrise,"Action, Romance, Sci-Fi",,Mecha,
56528,Binggrae Christmas,,빙그레 크리스마스 캐롤송,ONA,Mixed media,1.0,Finished Airing,False,"Dec 14, 2020",1 min,G - All Ages,,,16969.0,22678,147,0,,,,,,STUDIOK110,Comedy,,Music,
56527,Binggrae CM,,빙그레 메이커를 위하여,CM,Mixed media,1.0,Finished Airing,False,"Aug 24, 2020",3 min,G - All Ages,,,,22854,141,0,,,,,,STUDIOK110,"Comedy, Fantasy",,,
56360,Poten Dogs,PotenDogs,포텐독,TV,Original,18.0,Finished Airing,False,"Mar 29, 2021 to May 5, 2021",9 min per ep,PG - Children,,,21138.0,23996,112,0,,spring,Unknown,,,,"Action, Sci-Fi",,Super Power,Kids
56359,Nae Chingu Baninbaneo,,내 친구 반인반어,TV,Original,13.0,Finished Airing,False,"Dec 28, 2022 to Mar 22, 2023",12 min per ep,PG - Children,,,20524.0,23657,119,0,,winter,Unknown,,,,"Adventure, Fantasy",,Super Power,Kids
56358,Kkomimanyeo Lara,Komi Witch Lara,꼬미마녀 라라,TV,Original,13.0,Finished Airing,False,"Mar 13, 2023 to Jun 12, 2023",11 min per ep,PG - Children,,,19480.0,21940,178,0,,spring,Unknown,,,,Fantasy,,"Mahou Shoujo, School",Kids
56357,Hero Circle 2,,히어로 써클 2,TV,Original,26.0,Finished Airing,False,"Jun 29, 2022 to Sep 21, 2022",11 min per ep,PG - Children,,,18549.0,23810,116,0,,summer,Unknown,,,,"Adventure, Comedy",,Super Power,Kids
56356,Hero Circle,Hero Circle,히어로 써클,TV,Original,26.0,Finished Airing,False,"Jun 29, 2020 to Sep 22, 2020",11 min per ep,PG - Children,,,18547.0,23805,116,0,,summer,Unknown,,,,"Adventure, Comedy",,Super Power,Kids
56373,Wangpai Erha,,王牌二哈,Movie,Original,1.0,Finished Airing,False,"Aug 19, 2023",1 hr 33 min,G - All Ages,,,15237.0,23118,134,0,,,,,,,"Comedy, Mystery",,,
56354,Code Name X,Code Name X,코드네임X,TV,Original,26.0,Finished Airing,False,"Apr 8, 2023 to Nov 4, 2023",11 min per ep,PG - Children,,,17403.0,21870,182,0,,spring,Unknown,,,,"Action, Comedy, Mystery",,,Kids
56371,Koko,,KOKO,ONA,Original,1.0,Finished Airing,False,"Aug 15, 2023",16 min,PG-13 - Teens 13 or older,,,19513.0,21107,224,0,,,,,,,"Drama, Fantasy",,,
56374,Carrie & Superkola,,캐리와 슈퍼콜라,Movie,Original,1.0,Finished Airing,False,"Jan 18, 2023",1 hr 19 min,PG - Children,,,17152.0,24093,110,0,,,,,,,Sci-Fi,,,Kids
56361,Poten Dogs Season 2,PotenDogs 2,포텐독 시즌2,TV,Original,18.0,Finished Airing,False,"May 27, 2021 to Jul 2, 2021",9 min per ep,PG - Children,,,21139.0,24079,110,0,,spring,Unknown,,,,"Action, Sci-Fi",,Super Power,Kids
56392,Hi-Fi Roman,HiFi Romance,ハイファイ浪漫,Music,Original,1.0,Finished Airing,False,"Aug 16, 2023",3 min,PG-13 - Teens 13 or older,,,,21346,210,1,,,,,,Flat Studio,Action,,Music,
56381,Kaze,,風,Movie,Original,1.0,Finished Airing,False,1992,3 min,G - All Ages,,,19346.0,26392,76,0,,,,,,,Avant Garde,,,
56380,Mugen ∞ 15-byou Animation,,無限∞15秒アニメーション,Movie,Original,1.0,Finished Airing,False,2023,15 min,G - All Ages,,,20464.0,23221,130,0,,,,,,,"Avant Garde, Comedy",,,
56379,Mameushi-kun,,まめうしくん,OVA,Picture book,3.0,Finished Airing,False,"Aug 25, 2006",8 min per ep,G - All Ages,,,19992.0,24844,97,0,,,,,,,"Comedy, Fantasy",,,Kids
56378,Tarou no Tomodachi,,たろうのともだち,OVA,Picture book,2.0,Finished Airing,False,"Oct 28, 2005",13 min per ep,G - All Ages,,,14768.0,25556,87,0,,,,,,,Adventure,,,Kids
49818,Guimi Zhi Zhu,Lord of the Mysteries,诡秘之主,ONA,Web novel,,Not yet aired,False,"Jul 7, 2025 to ?",Unknown,R - 17+ (violence & profanity),,,,4994,21500,380,,,,"Tencent Penguin Pictures, China Literature Limited",,B.CMAY PICTURES,"Action, Mystery, Supernatural, Suspense",,,
56333,Mianhua Tang He Yunduo Mama: Baobei Xin Jihua,Happy Mom and Girl 1: Sweetheart On Mission,棉花糖和云朵妈妈1宝贝芯计划,Movie,Original,1.0,Finished Airing,False,"Jul 1, 2023",1 hr 28 min,G - All Ages,,,20217.0,23912,114,0,,,,,,,"Adventure, Comedy",,,Kids
56332,"Mianhua Tang He Yunduo Mama: ""Niu"" Zhuan Qiankun",,棉花糖和云朵妈妈 “牛”转乾坤,Special,Original,1.0,Finished Airing,False,"Feb 10, 2021",47 min,G - All Ages,,,20216.0,25606,86,0,,,,,,,"Adventure, Comedy",,,Kids
56240,Chessboard,,Chessboard,Music,Original,1.0,Finished Airing,False,"Aug 1, 2023",4 min,G - All Ages,,,,22249,166,0,,,,NHK,,,,,Music,Kids
56239,I.m.,,I.m.(アイム),Music,Original,1.0,Finished Airing,False,"Aug 1, 2019",2 min,G - All Ages,,,,26363,77,0,,,,NHK,,,,,Music,Kids
56238,Ashiato,,足跡,Music,Original,1.0,Finished Airing,False,"Aug 1, 2020",2 min,G - All Ages,,,,25223,92,0,,,,NHK,,,,,Music,Kids
56236,Niger Monogatari,,ニジェール物語,Movie,Picture book,1.0,Finished Airing,False,2017,23 min,G - All Ages,,,20659.0,26933,71,0,,,,,,,Fantasy,,,
56235,Kiyasu Kouhei no Sekai,,喜安浩平の世界,OVA,Original,8.0,Finished Airing,False,"Aug 8, 2012",8 min per ep,PG-13 - Teens 13 or older,,,19461.0,25845,82,0,,,,,,,Comedy,,,
56347,Ingel,,インゲル,Music,Original,1.0,Finished Airing,False,"Sep 29, 2022",3 min,R - 17+ (violence & profanity),,,,22465,156,0,,,,,,,Horror,,Music,
56346,Untouchable,,Untouchable,Music,Original,1.0,Finished Airing,False,"Jun 30, 2022",3 min,PG-13 - Teens 13 or older,,,,22917,139,0,,,,,,,,,Music,
56713,Telescope,,テレスコープ,Music,Original,1.0,Finished Airing,False,"Sep 10, 2023",4 min,PG-13 - Teens 13 or older,,,,21699,192,0,,,,,,,Slice of Life,,Music,
56756,Niu Lang Zhi Nu,The Cowherd and the Weaver Girl,牛郎织女,Movie,Other,1.0,Finished Airing,False,2018,2 min,G - All Ages,,,20705.0,25586,87,0,,,,,,Shykeumo Animation Studio,Romance,,Historical,
56755,Object,,object,Movie,Original,1.0,Finished Airing,False,2021,3 min,G - All Ages,,,20778.0,23327,127,0,,,,Tamabi,,,Avant Garde,,,
56749,Gozen 3-ji no Kamen Butoukai,"3 A.M., at the Midnight Masquerade",午前3時の仮面舞踏会,Movie,Original,1.0,Finished Airing,False,2018,2 min,PG-13 - Teens 13 or older,,,18247.0,23965,113,0,,,,Tamabi,,,Fantasy,,Music,
56748,Halo,,halo,Music,Original,1.0,Finished Airing,False,"Oct 5, 2020",3 min,G - All Ages,,,,24200,108,0,,,,,,,,,Music,
56163,Hisyo,,飛翔,Music,Original,1.0,Finished Airing,False,"Aug 2, 2023",3 min,PG-13 - Teens 13 or older,,,,22601,151,0,,,,"THINKR, Kamitsubaki Studio",,Stereotype,,,Music,
56745,Yokubari,,よくばり,Music,Original,1.0,Finished Airing,False,"Jun 22, 2022",3 min,PG-13 - Teens 13 or older,,,,22396,159,0,,,,,,,,,Music,
56736,Saikyou Degarashi Ouji no Anyaku Teii Arasoi: Munou wo Enjiru SS Rank Ouji wa Koui Keishousen wo Kage kara Shihai suru,The Insipid Prince's Furtive Grab for The Throne,最強出涸らし皇子の暗躍帝位争い 無能を演じるSSランク皇子は皇位継承戦を影から支配する,,Light novel,,Not yet aired,False,Not available,Unknown,,,,,10591,2963,12,,,,,,,"Action, Adventure, Fantasy",,,
56735,"Tenkou-saki no Seiso Karen na Bishoujo ga, Mukashi Danshi to Omotte Issho ni Asonda Osananajimi Datta Ken",,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,,Light novel,,Not yet aired,False,Not available,Unknown,,,,,9896,3671,16,,,,,,,"Comedy, Romance",,School,
56734,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,,クラスで２番目に可愛い女の子と友だちになった,,Light novel,,Not yet aired,False,Not available,Unknown,,,,,9415,4262,32,,,,,,,"Comedy, Romance",,School,
56733,Magical★Explorer,Magical Explorer: Reborn as a Side Character in a Fantasy Dating Sim,マジカル★エクスプロ,,Light novel,,Not yet aired,False,Not available,Unknown,,,,,11196,2476,7,,,,,,,"Adventure, Comedy, Ecchi",,Harem,
56732,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru 2nd Season",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat Season 2,世界最高の暗殺者、異世界貴族に転生する 第2期,TV,Light novel,,Not yet aired,False,Not available,Unknown,PG-13 - Teens 13 or older,,,,2756,70578,241,,,Unknown,,,,"Action, Drama, Fantasy, Mystery, Romance",,"Isekai, Reincarnation",
56730,Qing Chi Hong Xiaodou Ba! Season 0.5 Fanwai,,请吃红小豆吧！第0.5季 番外,ONA,Original,1.0,Finished Airing,False,"May 31, 2023",3 min,G - All Ages,,,21273.0,22778,144,0,,,,,,Making Animation,,,Anthropomorphic,
56729,Qing Chi Hong Xiaodou Ba! Hong Yu Lu,,请吃红小豆吧！红与绿,Movie,Original,1.0,Not yet aired,False,Not available,Unknown,G - All Ages,,,,22208,167,0,,,,,,Making Animation,Adventure,,Anthropomorphic,
56728,Qing Chi Hong Xiaodou Ba! Season 0.5,Beanie's Daily Season 0.5,请吃红小豆吧！第0.5季,ONA,Original,16.0,Finished Airing,False,"May 5, 2022 to Aug 18, 2022",2 min per ep,G - All Ages,,,21272.0,22792,143,0,,,,,,Making Animation,Slice of Life,,Anthropomorphic,
56724,Ki no Ii Ahiru,,気のいいあひる,Music,Original,1.0,Finished Airing,False,Jun 1962,Unknown,G - All Ages,,,,25681,85,0,,,,NHK,,,,,Music,Kids
56723,Camp Ryouri,,キャンプ料理,Music,Original,1.0,Finished Airing,False,Jun 1963,Unknown,G - All Ages,,,,25119,93,0,,,,NHK,,,,,Music,Kids
56722,Kappa wa Shitteiru,,カッパは知っている,Music,Original,1.0,Finished Airing,False,"Aug 2, 2023",2 min,G - All Ages,,,,23907,114,0,,,,NHK,,,,,"Educational, Music",Kids
56721,Tsubame: SDGs Anime Version,,ツバメ～ＳＤＧｓアニメバージョン,Music,Original,1.0,Finished Airing,False,Jun 2022,2 min,G - All Ages,,,,23574,121,0,,,,NHK,,,,,Music,Kids
56714,Wakare Hana,Thank You and Goodbye.,別れ花,Music,Original,1.0,Finished Airing,False,"Jul 1, 2023",4 min,G - All Ages,,,,22401,159,0,,,,,,,,,Music,
56711,Comedy na Hero ni Nareta Nara,If I Could Be a Comedic Hero,コメディなヒーローになれたなら,Music,Original,1.0,Finished Airing,False,"Jun 24, 2022",3 min,G - All Ages,,,,22733,145,0,,,,,,,,,Music,
56710,Wareware wa Uchuujin da.,,われわれは宇宙人だ。,Music,Original,1.0,Finished Airing,False,"Oct 15, 2011",5 min,G - All Ages,,,,24704,99,0,,,,,,,Sci-Fi,,Music,
56709,Wareware wa Uchuujin da!,,われわれは宇宙人だ！,Music,Original,1.0,Finished Airing,False,"Jun 1, 2014",2 min,G - All Ages,,,,25957,81,0,,,,NHK,,,Sci-Fi,,Music,Kids
56708,Oni no Negai,,鬼のねがい,Music,Original,1.0,Finished Airing,False,"Feb 3, 1969",2 min,G - All Ages,,,,25858,82,0,,,,NHK,,,,,Music,Kids
56707,Hoshi to Tanpopo,,星とたんぽぽ,Music,Original,1.0,Finished Airing,False,"Apr 6, 2023",2 min,G - All Ages,,,,24467,103,0,,,,NHK,,,,,Music,Kids
56081,Teruteru Bouzu wa Osamurai,,てるてる坊主はオサムライ,Music,Original,1.0,Finished Airing,False,"Jul 1, 1994",2 min,G - All Ages,,,,24423,103,0,,,,NHK,,,,,Music,Kids
56075,‎Honekko Parade,,ほねっこぱれーど,Music,Original,1.0,Finished Airing,False,"Jun 17, 2021",3 min,G - All Ages,,,,21865,182,0,,,,,,,Supernatural,,Music,
56071,Omoide ni Tokenagara,,想い出に溶けながら,Music,Original,1.0,Finished Airing,False,"Apr 4, 1995",2 min,G - All Ages,,,,23399,125,0,,,,NHK,,,,,Music,Kids
56070,Tousan no Sebangou,,父さんの背番号,Music,Original,1.0,Finished Airing,False,"Apr 4, 1996",2 min,G - All Ages,,,,23426,125,0,,,,NHK,,,Sports,,Music,Kids
56069,Yuurei Nandaze,,ユーレイなんだぜ,Music,Original,1.0,Finished Airing,False,"Jun 1, 1990",2 min,G - All Ages,,,,23558,122,0,,,,NHK,,,Supernatural,,Music,Kids
56058,Buffett Shenmi Julebu 2nd Season,Secret Millionaires Club 2nd Season,巴菲特神秘俱乐部 第二部,TV,Original,26.0,Finished Airing,False,Not available,22 min per ep,PG - Children,,,17076.0,25528,87,0,,,Unknown,,,Xing Xing Donghua,,,Educational,Kids
56053,Bio-Sensor,,イオセンサー,Movie,Original,1.0,Finished Airing,False,1984,4 min,G - All Ages,,,16976.0,22717,146,0,,,,,,Toyo Links Corporation,Avant Garde,,,
56052,Nanairo no Tane,,なないろのたね,Music,Original,1.0,Finished Airing,False,"Jul 10, 2021",4 min,G - All Ages,,,,24752,98,0,,,,,,,,,Music,
56051,Heaven and Hell,,Heaven and Hell,Music,Original,1.0,Finished Airing,False,"Feb 1, 2020",4 min,PG-13 - Teens 13 or older,,,,23043,136,0,,,,,,,Avant Garde,,Music,
56050,Dokuhaku (Iori Kanzaki Remix),Monologue (Iori Kanzaki Remix),独白 (カンザキイオリ Remix),Music,Original,1.0,Finished Airing,False,"Feb 9, 2022",3 min,PG-13 - Teens 13 or older,,,,23344,127,0,,,,,,,,,Music,
56043,Mad Hatter,,Mad Hatter,Music,Original,1.0,Finished Airing,False,"Dec 23, 2020",2 min,PG-13 - Teens 13 or older,,,,23257,129,0,,,,,,,Fantasy,,Music,
56042,One,,ONE,Music,Original,1.0,Finished Airing,False,"Jun 19, 2020",3 min,G - All Ages,,,,23136,133,0,,,,,,,,,Music,
56041,Long Shidai,Epoch of Dragon,龙时代,ONA,Web novel,26.0,Finished Airing,False,"Jul 20, 2023 to Jan 11, 2024",10 min per ep,PG-13 - Teens 13 or older,,,19861.0,19393,320,1,,,,Shenman Entertainment,,,"Action, Fantasy",,Reincarnation,
56040,Shi Wangzhe A? 2nd Season,,是王者啊? 第二季,ONA,Game,13.0,Finished Airing,False,"Jul 27, 2023 to Oct 12, 2023",8 min per ep,PG-13 - Teens 13 or older,,,14199.0,18548,379,0,,,,,,,"Comedy, Fantasy",,,
56038,Lazarus,,ラザロ,TV,Original,13.0,Not yet aired,False,"Apr 6, 2025 to ?",Unknown,,,,,3233,52198,380,,spring,Unknown,"dugout, Sola Entertainment",,MAPPA,Sci-Fi,,,
55846,Synapusyu The Movie: Push Hoppe New World,,シナぷしゅ THE MOVIE ぷしゅほっぺにゅうワールド,Movie,Unknown,1.0,Finished Airing,False,"May 19, 2023",43 min,PG - Children,,,14659.0,22356,161,0,,,,"TV Tokyo, CEKAI",,,"Adventure, Fantasy",,,
55582,Utopia (2020),,ユートピア,Music,Original,1.0,Finished Airing,False,"Aug 12, 2020",3 min,PG-13 - Teens 13 or older,,,,23128,133,0,,,,,,,,,Music,
55317,Huan Bing Ji,,缓兵计,ONA,Game,1.0,Finished Airing,False,2012,4 min,G - All Ages,,,18718.0,26324,77,1,,,,,,,"Action, Comedy",,,
56033,AOTU Shijie 3 Specials,,凹凸世界 3,ONA,Web manga,4.0,Finished Airing,False,2020,14 min per ep,PG-13 - Teens 13 or older,,,16612.0,23359,126,0,,,,,,,"Adventure, Fantasy, Sci-Fi",,Super Power,
54574,Seizoki,,精造機,Movie,Original,1.0,Finished Airing,False,1964,4 min,G - All Ages,,,13972.0,24275,106,0,,,,,,,Avant Garde,,,
54573,Anapoko,,穴ポコ,Movie,Original,1.0,Finished Airing,False,1963,6 min,G - All Ages,,,16572.0,23336,127,0,,,,,,,Avant Garde,,,
56023,Aruiwa Eiga no Yona,,あるいは映画のような,Music,Original,1.0,Finished Airing,False,"Sep 7, 2020",4 min,G - All Ages,,,,22585,151,0,,,,THINKR,,,,,Music,
56032,Shinbigan,Aesthetic Sense,審美眼,Music,Original,1.0,Finished Airing,False,"Jul 18, 2023",2 min,PG-13 - Teens 13 or older,,,,22067,173,0,,,,,,,Romance,,Music,
56031,Zecchou Sanka,Orgasm Anthem,絶頂讃歌,Music,Original,1.0,Finished Airing,False,"Sep 6, 2022",3 min,PG-13 - Teens 13 or older,,,,21827,185,2,,,,,,,,,Music,
56030,Ai Okure,Love Me Do,アイオクレ,Music,Original,1.0,Finished Airing,False,"Apr 24, 2022",3 min,PG-13 - Teens 13 or older,,,,21914,179,0,,,,,,,,,Music,
56345,Dramatic Nounai,,ドラ馬チック脳内,TV,Original,4.0,Finished Airing,False,"May 5, 2022 to May 26, 2022",2 min per ep,PG-13 - Teens 13 or older,,,17801.0,22581,151,0,,spring,Thursdays at 23:16 (JST),TV Asahi,,DLE,"Comedy, Sports",,,
56339,Shi Yi Nanhai,Time in a Bottle,拾憶男孩,Movie,Original,1.0,Finished Airing,False,"May 5, 2023",14 min,PG-13 - Teens 13 or older,,,14205.0,22461,156,0,,,,,,,Drama,,,
56338,Mao Nian Haian,Impurrfection,貓年海岸,Movie,Original,1.0,Finished Airing,False,"May 5, 2023",13 min,PG-13 - Teens 13 or older,,,20028.0,23181,131,0,,,,,,,Drama,,Anthropomorphic,
56337,Fengkuang Xiao Shijie,,疯狂小世界,Movie,Original,1.0,Finished Airing,False,"Jun 22, 2023",1 hr 26 min,PG - Children,,,17977.0,24509,102,0,,,,,,,"Adventure, Fantasy",,,Kids
56336,Bai Bian Mading: Guaishou Da Zuozhan,Martin Morning The Movie,百变马丁：怪兽大作战,Movie,Original,1.0,Finished Airing,False,"Jul 22, 2023 to ?",1 hr 27 min,PG - Children,,,16730.0,23733,117,0,,,,,,,"Adventure, Fantasy",,,Kids
